title,summary,link,pubtime
和教育-找名师,“和教育找名师”是和校园，针对学生、家长对教师提问、和教师沟通的全方位咨询平台。学生在学习过程中遇到困难往往找不到人进行解答，家长辅导能力有限，学生又羞于直接向学校教师求助，家长在管理孩子学习中遇到种种困惑。这些一系列问题都可以在“和校园找名师”平台得到解决，全省,http://zzkf.bigcloudsys.cn:8088/project/detail/2215,2015.07.31
一卡通充值,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2303,2015.07.31
中小企业新闻与投票系统,中小企业新闻与投票系统是为满足中小企业宣传企业文化与企业新闻的需求，兼顾企业投票的小型,http://zzkf.bigcloudsys.cn:8088/project/detail/2308,2015.07.31
无人勘测分行器,无人勘测分行器采用锂聚合物高性能电池提供动力，无燃油，整体结构为碳纤维。,http://zzkf.bigcloudsys.cn:8088/project/detail/2414,2015.08.03
流量开放能力插件,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2454,2015.08.03
“和”互联,“和”互联是一款基于手机号注册的实名制认证方式，在注册的时候，通过用户手机联系人中已经在使用的人并自动添加到你的手机联系人名单里。实现亲友、同事间集合语音通信、消息推送（在线及离线方式）、音视频、文件共享、位置共享、多人实时语音通信等功能的通讯软件。该软件支持单聊及群聊模式，在群聊模式中，可以实现群内用户（非隐藏号码）的实时语音通信及消息收发功能。,http://zzkf.bigcloudsys.cn:8088/project/detail/2456,2015.08.03
应急通：为移动应急通讯而生！,请问：您的智能手机能待机几天？,http://zzkf.bigcloudsys.cn:8088/project/detail/2490,2015.08.04
和时光,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2552,2015.08.06
嵌入式流量实时提醒, ,http://zzkf.bigcloudsys.cn:8088/project/detail/2046,2015.07.25
智慧公交,智慧公交依托互联网思维，将公交相关服务通过手机来实现。用户可以通过客户端，查询公交车辆车辆实时位置、上下行站点信息，换乘查询、到站距离及通过优化算法计算出的到站时间，方便用户及时选择乘车计划，节约用户时间，提高出行效率。智慧公交可以提供公交车实时地理信息，并在地图上显示定位信息。,http://zzkf.bigcloudsys.cn:8088/project/detail/2078,2015.07.29
大镖师,大镖师: ,http://zzkf.bigcloudsys.cn:8088/project/detail/2111,2015.07.30
微智商旅 摇一摇蓝牙导览,“摇一摇周边”是微信提供的一种新的基于线下位置的连接入口。,http://zzkf.bigcloudsys.cn:8088/project/detail/2396,2015.08.03
O2O宽带自助服务平台,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2420,2015.08.03
爱的储蓄罐,该产品是一款手机APP产品，设计理念是用户可以存储自己与亲友的甜蜜瞬间，搭建亲友间沟通的桥梁。通过传递小纸条、互送爱心缓解僵持的人际关系。关注亲友的动态信息，分享自己幸福的时刻，能够互相增进亲情、友情及爱情。,http://zzkf.bigcloudsys.cn:8088/project/detail/2192,2015.07.31
移动宝宝在线,集园区公告、实时直播、班级相册、成长轨迹、通讯录为一体的宝宝在线手机应用,http://zzkf.bigcloudsys.cn:8088/project/detail/2459,2015.08.04
流量蓝海拓展流量订购能力开放插件,     ,http://zzkf.bigcloudsys.cn:8088/project/detail/2219,2015.07.31
Baymax心情管家,“,http://zzkf.bigcloudsys.cn:8088/project/detail/2222,2015.07.31
家庭宽带信息管理小工具,依托家宽整体建、营、装、维的理念，实现建设进度表的呈现，由本工具系统提供的多条件查询和筛选功能实现对符合筛选条件的家宽进度的全量信息查询。从而替代原有的古老“Excel数据表”拼表的方式，进一步解决数据的准确性等相关问题。,http://zzkf.bigcloudsys.cn:8088/project/detail/2239,2015.07.31
